회사명,거래소코드,회계년도,[U01B100000000]매출액(수익)(*)(IFRS연결)(천원),[U01B200000000]매출원가(*)(IFRS연결)(천원),[U01B201014400]매출총이익(손실)(IFRS연결)(천원),[U01B420000000]* (정상)영업손익(보고서기재)(IFRS연결)(천원),[U01B430000000]* (정상)영업손익(계산수치)(IFRS연결)(천원),[U01B700000000]법인세비용차감전순이익(손실)(IFRS연결)(천원),[U01B750000000]법인세비용(IFRS연결)(천원),[U01B100000000]매출액(수익)(*)(IFRS)(천원),[U01B200000000]매출원가(*)(IFRS)(천원),[U01B201014400]매출총이익(손실)(IFRS)(천원),[U01B420000000]* (정상)영업손익(보고서기재)(IFRS)(천원),[U01B430000000]* (정상)영업손익(계산수치)(IFRS)(천원),[U01B700000000]법인세비용차감전순이익(손실)(IFRS)(천원),[U01B750000000]법인세비용(IFRS)(천원),[U01210000]매출액(영업수익)(*)(연결)(천원),[U01220010]매출원가(*)(연결)(천원),[U01221340]매출총이익(손실)(연결)(천원),[U01222170]판매비와관리비(영업비용)(*)(연결)(천원),[U01230000]영업이익(손실)(연결)(천원),[U01290000]법인세비용차감전(계속사업)손익(연결)(천원),[U01290100](계속사업손익)법인세비용(연결)(천원),[U01210000]매출액(영업수익)(*)(천원),[U01220010]매출원가(*)(천원),[U01221340]매출총이익(손실)(천원),[U01222170]판매비와관리비(영업비용)(*)(천원),[U01230000]영업이익(손실)(천원),[U01290000]법인세비용차감전(계속사업)손익(천원),[U01290100](계속사업손익)법인세비용(천원)
(주)구영테크,053270,2018/12,195238339,172978813,22259525,5378869,5378869,7501890,1580985,81928926,69673553,12255373,1638585,1638585,3628507,-283610,195238339,172978813,22259525,16880656,5378869,7501890,1580985,81928926,69673553,12255373,10616789,1638585,3628507,-283610
(주)구영테크,053270,2019/12,230853336,208667166,22186170,5239175,5239175,3847085,459599,93132845,79774125,13358720,2513647,2513647,1220945,-337195,230853336,208667166,22186170,16946995,5239175,3847085,459599,93132845,79774125,13358720,10845074,2513647,1220945,-337195
(주)구영테크,053270,2020/12,196660508,178110663,18549845,2938642,2938642,988039,260552,84841189,71992099,12849090,2377110,2377110,1039923,138202,196660508,178110663,18549845,15611202,2938642,988039,260552,84841189,71992099,12849090,10471980,2377110,1039923,138202
(주)구영테크,053270,2021/12,203398452,182061891,21336561,3994766,3994766,3777788,648375,101636678,85838149,15798529,3116846,3116846,3528227,675338,203398452,182061891,21336561,17341795,3994766,3777788,648375,101636678,85838149,15798529,12681683,3116846,3528227,675338
(주)구영테크,053270,2022/12,274207755,244249062,29958692,7695775,7695775,5663667,1687929,116246952,96624060,19622892,4306932,4306932,3814517,843240,274207755,244249062,29958692,22262917,7695775,5663667,1687929,116246952,96624060,19622892,15315960,4306932,3814517,843240
(주)국순당,043650,2012/12,118697826,65490982,53206843,5650758,5650758,7957803,1772272,115146725,63606595,51540130,6794416,6794416,6428326,1305439,118697826,65490982,53206843,47556086,5650758,7957803,1772272,115146725,63606595,51540130,44745714,6794416,6428326,1305439
(주)국순당,043650,2013/12,99173525,57173733,41999792,1441447,1441447,7872581,2129809,96140591,55586775,40553815,1187809,1187809,3001723,654840,99173525,57173733,41999792,40558345,1441447,7872581,2129809,96140591,55586775,40553815,39366006,1187809,3001723,654840
(주)국순당,043650,2014/12,91863604,55688500,36175104,1082245,1082245,5693651,2230425,89173752,54216676,34957076,881757,881757,3565344,1567785,91863604,55688500,36175104,35092859,1082245,5693651,2230425,89173752,54216676,34957076,34075319,881757,3565344,1567785
(주)국순당,043650,2015/12,77443124,50017004,27426120,-8197632,-8197632,-4169741,-640336,74955341,48640465,26314877,-8305751,-8305751,-6136620,-1282023,77443124,50017004,27426120,35623752,-8197632,-4169741,-640336,74955341,48640465,26314877,34620628,-8305751,-6136620,-1282023
(주)국순당,043650,2016/12,69701266,42026522,27674744,-6487771,-6487771,-3085462,-324775,68425801,40999107,27426695,-5456865,-5456865,-2910990,-698348,69701266,42026522,27674744,34162515,-6487771,-3085462,-324775,68425801,40999107,27426695,32883560,-5456865,-2910990,-698348
(주)국순당,043650,2017/12,62761236,38986795,23774441,-4263332,-4263332,12572736,2884880,60087461,36938506,23148955,-3584872,-3584872,12202736,2355345,62761236,38986795,23774441,28037773,-4263332,12572736,2884880,60087461,36938506,23148955,26733827,-3584872,12202736,2355345
(주)국순당,043650,2018/12,61496072,38750320,22745751,-2994444,-2994444,2901112,5878481,52679104,32145829,20533275,-2751939,-2751939,19860230,4689208,61496072,38750320,22745751,25740195,-2994444,2901112,5878481,52679104,32145829,20533275,23285214,-2751939,19860230,4689208
(주)국순당,043650,2019/12,102095769,73665131,28430638,-5966921,-5966921,-8073502,196401,48045002,30836825,17208177,-5440912,-5440912,653838,81946,102095769,73665131,28430638,34397559,-5966921,-8073502,196401,48045002,30836825,17208177,22649089,-5440912,653838,81946
(주)국순당,043650,2020/12,52947425,29009493,23937932,4581979,4581979,25441221,6779536,50345658,27779374,22566284,5089339,5089339,19724836,4307302,52947425,29009493,23937932,19355953,4581979,25441221,6779536,50345658,27779374,22566284,17476946,5089339,19724836,4307302
(주)국순당,043650,2021/12,65221440,33841200,31380240,8467426,8467426,25713644,4164190,61741325,32528235,29213089,8341701,8341701,21538908,4654505,65221440,33841200,31380240,22912814,8467426,25713644,4164190,61741325,32528235,29213089,20871388,8341701,21538908,4654505
(주)국순당,043650,2022/12,74619185,38544194,36074990,9145080,9145080,-5506421,-937376,71300012,37237254,34062758,8859102,8859102,2318651,429958,74619185,38544194,36074990,26929911,9145080,-5506421,-937376,71300012,37237254,34062758,25203656,8859102,2318651,429958
(주)국영지앤엠,006050,2012/12,,,,,,,,43781593,43286767,494826,-1490604,-1490604,5824691,992251,,,,,,,,43781593,43286767,494826,1985430,-1490604,5824691,992251
(주)국영지앤엠,006050,2013/12,,,,,,,,55789778,53028778,2761000,1332568,1332568,1147250,193913,,,,,,,,55789778,53028778,2761000,1428432,1332568,1147250,193913
(주)국영지앤엠,006050,2014/12,,,,,,,,51491847,48486069,3005778,1587301,1587301,516150,120619,,,,,,,,51491847,48486069,3005778,1418477,1587301,516150,120619
(주)국영지앤엠,006050,2015/12,,,,,,,,40107647,39614548,493099,-1039280,-1039280,-795649,-261722,,,,,,,,40107647,39614548,493099,1532380,-1039280,-795649,-261722
(주)국영지앤엠,006050,2016/12,,,,,,,,51456556,49594430,1862126,248835,248835,412684,27181,,,,,,,,51456556,49594430,1862126,1613291,248835,412684,27181
(주)국영지앤엠,006050,2017/12,,,,,,,,62861661,59698131,3163530,1410362,1410362,1646078,214454,,,,,,,,62861661,59698131,3163530,1753168,1410362,1646078,214454
(주)국영지앤엠,006050,2018/12,,,,,,,,56301480,55344975,956505,-920018,-920018,-541970,-187162,,,,,,,,56301480,55344975,956505,1876523,-920018,-541970,-187162
(주)국영지앤엠,006050,2019/12,,,,,,,,73013468,69721549,3291919,991045,991045,1295803,205984,,,,,,,,73013468,69721549,3291919,2300874,991045,1295803,205984
(주)국영지앤엠,006050,2020/12,,,,,,,,64386056,64158232,227824,-2061462,-2061462,-1926839,-621380,,,,,,,,64386056,64158232,227824,2289285,-2061462,-1926839,-621380
(주)국영지앤엠,006050,2021/12,,,,,,,,55030166,59422323,-4392157,-6739784,-6739784,-6345023,-1484587,,,,,,,,55030166,59422323,-4392157,2347627,-6739784,-6345023,-1484587
(주)국영지앤엠,006050,2022/12,,,,,,,,63599420,58434619,5164801,2121316,2121316,2414806,557180,,,,,,,,63599420,58434619,5164801,3043485,2121316,2414806,557180
(주)국전약품,307750,2018/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)국전약품,307750,2019/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)국전약품,307750,2020/12,,,,,,,,80623076,66104639,14518436,5790480,5790480,-2315219,1001291,,,,,,,,80623076,66104639,14518436,8727957,5790480,-2315219,1001291
(주)국전약품,307750,2021/12,,,,,,,,85354221,67408588,17945633,6134658,6134658,5084459,1046454,,,,,,,,85354221,67408588,17945633,11810975,6134658,5084459,1046454
(주)국전약품,307750,2022/12,103710828,84195498,19515330,3509149,3509149,11087576,2210430,103720153,84195498,19524655,3588481,3588481,10880827,2199930,103710828,84195498,19515330,16006181,3509149,11087576,2210430,103720153,84195498,19524655,15936174,3588481,10880827,2199930
(주)그린플러스,186230,2019/12,48831866,39379899,9451966,5077238,5077238,3349946,816860,39502728,32031887,7470841,3430717,3430717,3003614,567730,48831866,39379899,9451966,4374729,5077238,3349946,816860,39502728,32031887,7470841,4040124,3430717,3003614,567730
(주)그린플러스,186230,2020/12,62676119,51846614,10829505,5935588,5935588,-2941077,-802481,55545281,45877286,9667996,5419705,5419705,-2481213,-551127,62676119,51846614,10829505,4893917,5935588,-2941077,-802481,55545281,45877286,9667996,4248291,5419705,-2481213,-551127
(주)그린플러스,186230,2021/12,83237751,72571115,10666637,5095575,5095575,-5753087,-1008946,76237910,65502177,10735733,5717708,5717708,-4733963,-689528,83237751,72571115,10666637,5571062,5095575,-5753087,-1008946,76237910,65502177,10735733,5018025,5717708,-4733963,-689528
(주)그린플러스,186230,2022/12,83007101,73119561,9887540,3596836,3596836,-1876680,1640332,78522376,67924443,10597934,5194822,5194822,-1096893,1881502,83007101,73119561,9887540,6290704,3596836,-1876680,1640332,78522376,67924443,10597934,5403111,5194822,-1096893,1881502
(주)기가레인,049080,2013/12,94791934,74583953,20207981,12948738,12948738,10938806,110611,94055571,75212048,18843523,12814521,12814521,10867281,-206132,94791934,74583953,20207981,7259243,12948738,10938806,110611,94055571,75212048,18843523,6029002,12814521,10867281,-206132
(주)기가레인,049080,2014/12,95718992,77942438,17776554,9101817,9101817,8222538,458115,95460665,77271391,18189273,10512950,10512950,9611955,547022,95718992,77942438,17776554,8674738,9101817,8222538,458115,95460665,77271391,18189273,7676323,10512950,9611955,547022
(주)기가레인,049080,2015/12,61576391,72269409,-10693018,-18852731,-18852731,-18364102,-4994992,61254807,72700909,-11446103,-18745702,-18745702,-18641281,-4606172,61576391,72269409,-10693018,8159713,-18852731,-18364102,-4994992,61254807,72700909,-11446103,7299599,-18745702,-18641281,-4606172
(주)기가레인,049080,2016/12,75445071,74497864,947207,-9108288,-9108288,-11312090,-964761,70397030,72502389,-2105359,-9647595,-9647595,-11241759,-448045,75445071,74497864,947207,10055495,-9108288,-11312090,-964761,70397030,72502389,-2105359,7542236,-9647595,-11241759,-448045
(주)기가레인,049080,2017/12,100131227,82715768,17415459,5232144,5232144,988781,-850401,89874499,75150521,14723978,4705145,4705145,869116,-1489087,100131227,82715768,17415459,12183315,5232144,988781,-850401,89874499,75150521,14723978,10018833,4705145,869116,-1489087
(주)기가레인,049080,2018/12,124772205,106042765,18729440,-2497484,-2497484,-12527040,9108952,114668638,97333710,17334928,-1892191,-1892191,-14497695,9234133,124772205,106042765,18729440,21226924,-2497484,-12527040,9108952,114668638,97333710,17334928,19227119,-1892191,-14497695,9234133
(주)기가레인,049080,2019/12,72769411,85455615,-12686205,-29598747,-29598747,-45821758,238220,63361399,76187720,-12826321,-26726549,-26726549,-44138418,104628,72769411,85455615,-12686205,16912543,-29598747,-45821758,238220,63361399,76187720,-12826321,13900229,-26726549,-44138418,104628
(주)기가레인,049080,2020/12,44278598,46319141,-2040543,-14446302,-14446302,-23295437,0,37870890,39484493,-1613602,-13301307,-13301307,-22315920,0,44278598,46319141,-2040543,12405759,-14446302,-23295437,0,37870890,39484493,-1613602,11687704,-13301307,-22315920,0
(주)기가레인,049080,2021/12,71623429,55679869,15943561,4099279,4099279,3265207,-381749,68973683,55081958,13891725,2797947,2797947,3875891,-381749,71623429,55679869,15943561,11844282,4099279,3265207,-381749,68973683,55081958,13891725,11093778,2797947,3875891,-381749
(주)기가레인,049080,2022/12,54726445,50551663,4174782,-7101226,-7101226,-7501353,816842,57073388,54095417,2977971,-6191588,-6191588,-5912632,816842,54726445,50551663,4174782,11276008,-7101226,-7501353,816842,57073388,54095417,2977971,9169559,-6191588,-5912632,816842
(주)기산텔레콤,035460,2012/12,74315907,61032255,13283652,1714513,1714513,-1877148,5113,49240507,37554587,11685920,3866590,3866590,1433180,0,74315907,61032255,13283652,11569139,1714513,-1877148,5113,49240507,37554587,11685920,7819330,3866590,1433180,0
(주)기산텔레콤,035460,2013/12,79463728,62249172,17214555,5120351,5120351,3946833,18104,48367030,38007753,10359277,2083934,2083934,2049347,0,79463728,62249172,17214555,12094204,5120351,3946833,18104,48367030,38007753,10359277,8275343,2083934,2049347,0
(주)기산텔레콤,035460,2014/12,74512326,59256394,15255931,1747320,1747320,2256996,-487610,41612762,32145798,9466963,234218,234218,260838,-394699,74512326,59256394,15255931,13508611,1747320,2256996,-487610,41612762,32145798,9466963,9232745,234218,260838,-394699
(주)기산텔레콤,035460,2015/12,79710503,66205739,13504763,1595421,1595421,1432026,-269554,45712905,37323138,8389767,150840,150840,391726,-173261,79710503,66205739,13504763,11909342,1595421,1432026,-269554,45712905,37323138,8389767,8238927,150840,391726,-173261
(주)기산텔레콤,035460,2016/12,59172319,49418392,9753927,-2914471,-2914471,-2732686,-92943,24679656,19409331,5270325,-1972410,-1972410,-1733928,0,59172319,49418392,9753927,12668398,-2914471,-2732686,-92943,24679656,19409331,5270325,7242735,-1972410,-1733928,0
(주)기산텔레콤,035460,2017/12,63467585,54370843,9096743,-3230591,-3230591,-5349557,188958,29568090,23459863,6108227,-848554,-848554,-2084476,914,63467585,54370843,9096743,12327334,-3230591,-5349557,188958,29568090,23459863,6108227,6956781,-848554,-2084476,914
(주)기산텔레콤,035460,2018/12,56445716,47301809,9143906,-2927420,-2927420,-3393170,-65596,24864346,21027572,3836774,-2790221,-2790221,-5791304,0,56445716,47301809,9143906,12071326,-2927420,-3393170,-65596,24864346,21027572,3836774,6626996,-2790221,-5791304,0
(주)기산텔레콤,035460,2019/12,67054955,52668790,14386165,3995820,3995820,3619605,121118,30545683,22815941,7729742,2565963,2565963,2205257,0,67054955,52668790,14386165,10390345,3995820,3619605,121118,30545683,22815941,7729742,5163779,2565963,2205257,0
(주)기산텔레콤,035460,2020/12,68812450,58509413,10303037,423128,423128,104244,-233308,26787022,22232642,4554380,-1163778,-1163778,-1595792,-88740,68812450,58509413,10303037,9879909,423128,104244,-233308,26787022,22232642,4554380,5718158,-1163778,-1595792,-88740
(주)기산텔레콤,035460,2021/12,61875160,52883648,8991512,-992644,-992644,-1275327,-596013,18129277,15533176,2596101,-3302348,-3302348,-3040766,-505843,61875160,52883648,8991512,9984156,-992644,-1275327,-596013,18129277,15533176,2596101,5898449,-3302348,-3040766,-505843
(주)기산텔레콤,035460,2022/12,67802638,53820111,13982527,4615719,4615719,2958898,-682976,24016007,18197102,5818905,1151860,1151860,1095743,0,67802638,53820111,13982527,9366808,4615719,2958898,-682976,24016007,18197102,5818905,4667045,1151860,1095743,0
(주)나노,187790,2014/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)나노,187790,2015/12,29901810,29883383,18427,-8471990,-8471990,-11073954,-2083368,14881694,17550603,-2668908,-7239111,-7239111,-12009980,-1703414,29901810,29883383,18427,8490417,-8471990,-11073954,-2083368,14881694,17550603,-2668908,4570203,-7239111,-12009980,-1703414
(주)나노,187790,2016/12,48175171,50037070,-1861899,-14162416,-14162416,-20819886,3568973,18480121,21667763,-3187642,-9411058,-9411058,-15399391,2609489,48175171,50037070,-1861899,12300517,-14162416,-20819886,3568973,18480121,21667763,-3187642,6223416,-9411058,-15399391,2609489
(주)나노,187790,2017/12,73089292,62721642,10367650,1661616,1661616,159649,70359,29944292,24597470,5346822,1526011,1526011,-2829878,0,73089292,62721642,10367650,8706034,1661616,159649,70359,29944292,24597470,5346822,3820811,1526011,-2829878,0
(주)나노,187790,2018/12,81942719,71007597,10935122,2193238,2193238,-356677,110637,34238747,29195935,5042813,783196,783196,-5616504,0,81942719,71007597,10935122,8741884,2193238,-356677,110637,34238747,29195935,5042813,4259617,783196,-5616504,0
(주)나노,187790,2019/12,73694955,66484746,7210209,-869772,-869772,-298564,0,38421023,33401716,5019307,1381812,1381812,475680,0,73694955,66484746,7210209,8079981,-869772,-298564,0,38421023,33401716,5019307,3637495,1381812,475680,0
(주)나노,187790,2020/12,47375058,41375621,5999436,-1732662,-1732662,-4718080,0,36339792,30842556,5497236,360809,360809,-4657278,0,47375058,41375621,5999436,7732098,-1732662,-4718080,0,36339792,30842556,5497236,5136427,360809,-4657278,0
(주)나노,187790,2021/12,51270341,43199078,8071263,876675,876675,-15263993,0,35900951,29149979,6750973,2519532,2519532,-16406650,0,51270341,43199078,8071263,7194588,876675,-15263993,0,35900951,29149979,6750973,4231441,2519532,-16406650,0
(주)나노,187790,2022/12,66804960,60349807,6455153,-3548847,-3548847,-12275472,0,51915773,45164608,6751165,377888,377888,-8615883,0,66804960,60349807,6455153,10003999,-3548847,-12275472,0,51915773,45164608,6751165,6373277,377888,-8615883,0
(주)나노브릭,286750,2019/12,7775408,5874843,1900565,-1512607,-1512606,-758997,0,7775408,5874843,1900565,-1512607,-1512606,-763049,0,7775408,5874843,1900565,3413171,-1512606,-758997,0,7775408,5874843,1900565,3413171,-1512606,-763049,0
(주)나노브릭,286750,2020/12,,,,,,,,8651931,5235538,3416392,67221,67221,-91587,0,,,,,,,,8651931,5235538,3416392,3349172,67221,-91587,0
(주)나노브릭,286750,2021/12,,,,,,,,7004484,4355342,2649143,-1635040,-1635040,-2824300,0,,,,,,,,7004484,4355342,2649143,4284183,-1635040,-2824300,0
(주)나노브릭,286750,2022/12,7139299,4874766,2264533,-3593951,-3593951,-2398820,0,7139299,4874766,2264533,-3582367,-3582367,-2609052,0,7139299,4874766,2264533,5858484,-3593951,-2398820,0,7139299,4874766,2264533,5846900,-3582367,-2609052,0
(주)나노신소재,121600,2012/12,23644347,16429605,7214742,-699837,-699837,-702475,744257,23644347,16412762,7231585,-599483,-599483,-602620,744257,23644347,16429605,7214742,7914579,-699837,-702475,744257,23644347,16412762,7231585,7831068,-599483,-602620,744257
(주)나노신소재,121600,2013/12,27009014,17289076,9719938,1396876,1396876,974080,-192711,26827489,17161884,9665604,1360266,1360266,937283,-192711,27009014,17289076,9719938,8323063,1396876,974080,-192711,26827489,17161884,9665604,8305338,1360266,937283,-192711
(주)나노신소재,121600,2014/12,27926752,15558382,12368370,3699232,3699232,4003193,209645,27926752,15558382,12368370,3639250,3639250,3943086,209645,27926752,15558382,12368370,8669138,3699232,4003193,209645,27926752,15558382,12368370,8729120,3639250,3943086,209645
(주)나노신소재,121600,2015/12,43140425,23332424,19808000,9096516,9096516,9734554,2078643,43140425,23332424,19808000,9164440,9164440,9802359,2078643,43140425,23332424,19808000,10711485,9096516,9734554,2078643,43140425,23332424,19808000,10643560,9164440,9802359,2078643
(주)나노신소재,121600,2016/12,41111800,23265866,17845934,6294911,6294911,6491508,551450,41111800,23265866,17845934,6310057,6310057,6506538,551450,41111800,23265866,17845934,11551023,6294911,6491508,551450,41111800,23265866,17845934,11535876,6310057,6506538,551450
(주)나노신소재,121600,2017/12,45568866,24870265,20698602,8531076,8531076,7050399,222510,45568866,24870265,20698602,8506727,8506727,7018226,222510,45568866,24870265,20698602,12167525,8531076,7050399,222510,45568866,24870265,20698602,12191875,8506727,7018226,222510
(주)나노신소재,121600,2018/12,52249960,29703093,22546866,8749523,8749523,8319341,647720,52249960,29703093,22546866,8659691,8659691,8225664,647720,52249960,29703093,22546866,13797343,8749523,8319341,647720,52249960,29703093,22546866,13887176,8659691,8225664,647720
