,회사명,거래소코드,회계년도,부실판단
23645,주식회사동연엘시엠,75927,2022,0
23646,주성이엔지주식회사,75930,2022,0
23647,(주)에이블파트너스,75932,2018,0
23648,루미너스코리아(주),75935,2022,0
23649,(주)케이원임산,75937,2021,0
23650,(주)신이유통,75942,2018,0
23651,그린오가니제이션주식회사,75943,2022,0
23652,주식회사연지건설,75949,2022,0
23653,(주)진코스텍,75955,2018,0
23654,(주)베리콤,75967,2022,0
23655,(주)나우시스템즈,75968,2022,0
23656,이비아로지스틱스주식회사,75969,2019,0
23657,일진레미콘(주),75972,2022,0
23658,주식회사하이파킹,75973,2022,0
23659,주식회사베이직테크,75977,2022,0
23660,라이크홈주식회사,75982,2022,0
23661,(주)인터펫코리아,75985,2022,0
23662,주식회사에이치에스지,75986,2022,0
23663,(주)케이제이,75988,2019,0
23664,(주)에이플러스,75990,2017,0
23665,(주)다정,75991,2022,0
23666,주식회사성희산업,75992,2018,0
23667,주식회사프로페셔널,75994,2022,0
23668,금강중공업(주),75995,2022,0
23669,(주)디엔씨코리아,75996,2022,0
23670,(주)에이엔텍,75998,2019,0
23671,엘비텍주식회사,76000,2022,0
23672,(주)세윤,76003,2019,0
23673,(주)신일윈시스,76007,2016,
23674,(주)성민수산,76009,2019,0
23675,(주)이스페이스산업개발,76010,2022,0
23676,제일금속주식회사,76014,2018,0
23677,제이셀주식회사,76017,2022,0
23678,(주)레미안,76018,2022,0
23679,(주)메가타워,76022,2019,0
23680,(주)도아테크,76023,2022,0
23681,케이비개발주식회사,76024,2022,0
23682,(주)경안개발,76026,2017,0
23683,삼양리소스(주),76027,2022,0
23684,명산건설(주),76032,2022,0
23685,베스트에프에이(주),76034,2022,0
23686,(주)더위,76040,2019,0
23687,(주)웰스존,76042,2022,0
23688,주식회사진주중앙병원장례식장,76046,2022,0
23689,에나주식회사,76049,2017,0
23690,주식회사와이지산업,76051,2022,0
23691,주식회사영광홀딩스,76054,2022,0
23692,(주)협진정공,76056,2022,0
23693,주식회사가울,76058,2018,0
23694,(주)인철스카이정비,76059,2017,0
23695,주식회사모토,76060,2017,0
23696,(주)파인켐텍,76063,2022,0
23697,(주)프레스코,76065,2019,0
23698,주식회사성우,76072,2017,0
23699,(주)은성전기,76073,2022,0
23700,주식회사경기개발,76076,2022,0
23701,(주)한라콘테이너,76081,2022,0
23702,(주)보라테크,76091,2022,
23703,주식회사현창기업,76093,2022,0
23704,보우시스템,76095,2022,0
23705,(주)에스엠디에스피,76097,2022,0
23706,화성코스메틱주식회사,76098,2022,0
23707,레시피주식회사,76102,2022,0
23708,(주)신우이엔씨,76105,2021,0
23709,주식회사성일,76107,2022,0
23710,보림토건(주),76110,2022,0
23711,주식회사휴텍,76112,2022,0
23712,(주)멜텍,76114,2022,
23713,상진기술엔지니어링(주),76116,2022,0
23714,주식회사에스엘엑스,76117,2022,0
23715,더핑크퐁컴퍼니(주),76121,2022,0
23716,주식회사우진공업,76124,2022,0
23717,주식회사태송,76126,2022,0
23718,(주)세일기계,76128,2019,0
23719,파주양주통일빌리지(주),76132,2022,0
23720,주식회사에스지정보산업,76137,2019,0
23721,아시아퍼시픽45호선박투자회사,76141,2019,0
23722,아시아퍼시픽34호선박투자회사,76143,2022,0
23723,주식회사성진디앤씨,76148,2017,0
23724,주식회사폴맥,76150,2022,0
23725,(주)도어코코리아,76151,2022,
23726,주식회사진모이앤씨,76153,2020,0
23727,주식회사도경개발,76154,2022,0
23728,일동바이오사이언스(주),76162,2022,0
23729,제너럴바이오(주),76164,2022,0
23730,주식회사나무경영아카데미,76166,2022,0
23731,(주)포어링크,76168,2022,0
23732,(주)오로라레텍,76172,2019,0
23733,주식회사대광지공,76175,2022,0
23734,(주)아이엠디앤씨,76179,2017,0
23735,(주)미소담은,76180,2022,0
23736,한미물류주식회사,76187,2021,0
23737,주식회사대흥토건,76191,2022,0
23738,(주)건호종합건설,76193,2020,0
23739,(주)이랜시스,76195,2018,0
23740,(주)조은원대밸브,76199,2022,0
23741,(주)아이팩피앤디,76200,2022,
23742,주식회사정석,76204,2022,0
23743,주식회사티앤에프,76210,2022,0
23744,주식회사에스지씨에이,76211,2022,0
23745,토움주식회사,76214,2019,0
23746,한솔산업개발주식회사,76215,2018,0
23747,(주)지앤지스토리,76216,2022,0
23748,한국알프스물류주식회사,76218,2022,0
23749,주식회사케이포스,76219,2022,0
23750,새한실리켐(주),76223,2022,0
23751,용성솔라에너지주식회사,76224,2019,0
23752,주식회사비앤피로지스틱스,76225,2022,0
23753,주식회사티피에스엔지니어링,76226,2022,0
23754,(주)경동금속,76227,2020,0
23755,백두개발(주),76228,2022,0
23756,(주)무한비트,76229,2017,0
23757,(주)대림,76233,2020,0
23758,(주)선우테크,76234,2022,0
23759,대동항업주식회사,76235,2022,0
23760,주식회사나산기업,76237,2022,0
23761,선일콘크리트(주),76241,2022,0
23762,주식회사지앤인,76247,2022,0
23763,주식회사산성피앤씨,76251,2021,0
23764,(주)한국종합건설,76252,2022,0
23765,하이태양광발전주식회사,76254,2019,0
23766,대광고분자(주),76255,2022,0
23767,제주스타렌탈,76258,2018,0
23768,(주)백천기계,76259,2019,0
23769,(주)글로텍,76260,2022,0
23770,삼익전자산업(주),76261,2022,0
23771,(주)엘에스산업개발,76262,2019,0
23772,지에스알주식회사,76264,2022,0
23773,(주)와이앤제이메디컴퍼니,76270,2019,0
23774,(주)천일,76272,2019,0
23775,(주)켐스필드코리아,76274,2022,0
23776,정도산업(주),76276,2019,0
23777,(주)한길실업,76277,2022,0
23778,주식회사하이티티진천공장,76278,2019,0
23779,(주)세파스,76280,2022,0
23780,주식회사유성에스티,76281,2019,0
23781,(주)다산씨엔텍,76283,2022,0
23782,삼부선재주식회사,76286,2022,0
23783,(주)지앤에스메탈,76288,2022,0
23784,주식회사신성씨앤비,76293,2018,0
23785,주식회사에프앤비,76294,2017,0
23786,금화도시개발(주),76299,2017,0
23787,주식회사세종누림,76305,2017,0
23788,(주)조이포라이프,76306,2022,0
23789,(주)지엠홀딩스,76307,2018,0
23790,(주)씨앤엘프라자,76308,2019,0
23791,(주)에스지항공여행사,76309,2019,0
23792,주식회사바른,76310,2022,0
23793,우암건설주식회사,76316,2022,0
23794,세종기술주식회사,76317,2022,0
23795,(주)알윈,76319,2019,0
23796,이앤비정보통신(주),76320,2022,0
23797,(주)엔티지코리아,76321,2022,0
23798,(주)엔티모아,76323,2022,0
23799,이디지씨헬스케어주식회사,76324,2019,0
23800,(주)케이비에스콘텐츠특수목적회사,76332,2022,0
23801,(주)랜드파트너스,76333,2022,0
23802,피피아이평화파이프주식회사,76339,2017,0
23803,주식회사골든트리,76348,2018,0
23804,에스앤이에너지(주),76349,2022,0
23805,주식회사제이베스트,76353,2019,0
23806,세양전자(주),76354,2022,
23807,신성산업주식회사,76356,2018,0
23808,건영테크(주),76357,2022,0
23809,(주)모코엠시스,76359,2021,0
23810,주식회사지엘디앤씨,76360,2017,0
23811,주식회사유림이엔지,76361,2019,0
23812,(주)동신프라스틱,76362,2022,0
23813,(주)나눔산업개발,76363,2019,0
23814,주식회사지엘파트너스,76364,2017,0
23815,길동상사(주),76365,2021,
23816,(주)에이치에스건설산업,76367,2017,0
23817,그린컨기술(주),76376,2019,0
23818,(주)안세,76379,2022,0
23819,(주)코리아벨로우즈,76382,2017,0
23820,삼부크럭스개발(주),76385,2021,0
23821,(주)용천자연유리,76387,2018,0
23822,(주)신라에스테이트,76389,2019,0
23823,엘에스디개발(주),76390,2018,0
23824,(주)마상소프트,76391,2022,0
23825,(주)그린니스,76392,2017,0
23826,(주)성산레미콘,76394,2019,0
23827,하장풍력발전주식회사,76395,2018,0
23828,주식회사크린팩,76396,2017,0
23829,(주)태멘,76402,2017,0
23830,서오능가스주식회사,76403,2022,0
23831,주식회사디엘에이치아이,76404,2022,0
23832,(주)금성지앤씨,76409,2022,
23833,에스와이스틸텍주식회사,76411,2022,0
23834,유너모터스(주),76415,2022,0
23835,(주)이에스테크인터내셔널,76416,2021,0
23836,비아써미트,76417,2017,0
23837,(주)은산,76421,2017,0
23838,주식회사씨메이트,76422,2022,0
23839,(주)가담종합건설,76423,2019,0
23840,동극건업주식회사,76424,2022,0
23841,주식회사이티에스,76427,2022,0
23842,(주)우진,76435,2019,0
23843,주식회사푸른솔,76439,2018,0
23844,대원금속주식회사,76440,2022,0
23845,(주)정진뉴어반,76444,2018,0
23846,주식회사삼마건설,76446,2017,0
23847,풍국기업(주),76448,2022,0
23848,대륙식품,76451,2022,0
23849,주식회사동일공사,76455,2022,0
23850,(주)한성알미늄,76458,2022,0
23851,(주)와치텍,76462,2022,0
23852,주식회사한우리식품,76464,2022,0
23853,한양철강(주),76465,2022,0
23854,주식회사압구정공주떡,76467,2022,0
23855,주식회사백강개발,76469,2019,0
23856,대한수출포장주식회사,76470,2022,0
23857,주식회사태광공업,76472,2022,0
23858,주식회사송원,76473,2022,0
23859,(주)애니테크,76474,2022,0
23860,(주)뷰티스킨,76478,2022,0
23861,태창산업(주),76479,2022,0
23862,주식회사현대디엘,76481,2022,0
23863,주식회사한맥푸드,76482,2022,0
23864,(주)컬리넌홀딩스,76485,2022,0
23865,(주)디에이디오,76486,2022,0
23866,주식회사태영산업,76494,2022,0
23867,주식회사엘림하우스,76496,2022,0
23868,(주)신흥문구공업,76497,2019,0
23869,주식회사캠프투,76498,2022,0
23870,주식회사박스코,76499,2022,0
23871,주식회사정묵개발,76500,2022,0
23872,(주)경인텍,76501,2022,0
23873,주식회사채움,76507,2022,0
23874,주식회사에프씨지코리아,76511,2022,0
23875,(주)네추럴웨이,76514,2022,0
23876,주식회사시에이치파트너스,76516,2019,0
23877,(주)스페이스솔루션,76517,2022,0
23878,동희주식회사,76518,2020,0
23879,동성정공주식회사,76520,2022,0
23880,(주)젠텍엔지니어링,76524,2022,0
23881,파이언넷주식회사,76525,2022,0
23882,보령쉬핑(주),76526,2022,0
23883,주식회사영스틸,76527,2022,0
23884,(주)앰솔,76528,2018,0
23885,(주)성심메디칼,76531,2022,0
23886,주식회사씨제이프로텍,76532,2022,0
23887,(주)윈즈시스템,76533,2016,
23888,이삭엔지니어링(주),76535,2020,0
23889,범한테크(주),76536,2022,0
23890,주식회사넥스코,76537,2018,0
23891,미건디앤시주식회사,76539,2017,0
23892,(주)대경배관,76542,2018,0
23893,주식회사세주건설,76549,2018,0
23894,플러스에이치포주식회사,76553,2022,0
23895,삼성에이아이윈(주),76556,2021,0
23896,(주)육대장,76557,2020,0
23897,아시아퍼시픽38호선박투자회사,76562,2018,0
23898,대원개발(주),76563,2022,0
23899,주식회사북팔,76566,2017,0
23900,주식회사에이치에스하이테크,76569,2022,0
23901,(주)비에이엔터테인먼트,76570,2019,0
23902,오디컴퍼니주식회사,76571,2022,0
23903,(주)유니밴스,76572,2019,0
23904,주식회사정도,76574,2018,0
23905,제이앤드제이주식회사,76577,2022,0
23906,린텍스기업주식회사,76578,2022,0
23907,(주)좋은이웃마트,76579,2022,0
23908,나리안산업주식회사,76580,2018,0
23909,(주)미산,76584,2017,0
23910,프레스토라이트아시아주식회사,76588,2022,0
23911,(주)이지트로닉스,76591,2020,0
23912,아이디에스주식회사,76592,2018,0
23913,(주)골드윈,76594,2017,0
23914,주식회사와이에스생명과학,76599,2022,0
23915,주식회사브라운스톤,76600,2022,0
23916,(주)종로자산관리,76602,2018,0
23917,(주)경동하이테크,76604,2020,0
23918,(주)세진엠에스,76609,2019,0
23919,주식회사디케이티,76611,2017,0
23920,(주)에이치엔디,76614,2017,0
23921,(주)케이씨텍,76621,2022,0
23922,농업회사법인(주)대덕종돈,76622,2022,0
23923,(주)청호이엔씨,76625,2017,0
23924,(주)지슨,76627,2021,0
23925,주식회사루브캠코리아,76628,2022,0
23926,주식회사알케이글로벌,76635,2017,0
23927,(주)지코스모,76636,2019,0
23928,인준에너지주식회사,76640,2018,0
23929,(주)메코텍티타늄,76641,2022,0
23930,(주)제이엔피홀딩스,76647,2017,0
23931,(주)트리플인베스트,76648,2017,0
23932,에스지솔루션(주),76649,2022,0
23933,미그린산업(주),76653,2019,0
23934,가현엔프라(주),76654,2022,0
23935,(주)한국에스리,76655,2022,0
23936,(주)혜성정밀,76658,2022,0
23937,(주)비케이벨리,76660,2022,0
23938,(주)서울씨앤씨코리아,76662,2022,0
23939,(주)네오마그네틱,76664,2022,0
23940,킹스팜,76666,2022,0
23941,주식회사안스,76668,2022,0
23942,주식회사씨케이텍,76672,2022,0
23943,주식회사에스엔머티리얼즈,76673,2020,0
23944,은산산업개발주식회사,76679,2019,0
23945,(주)글로리데이즈코리아,76681,2020,0
23946,(주)슈프림개발,76688,2021,0
23947,(주)공진양행,76697,2019,0
23948,주시회사지움,76698,2018,0
23949,(주)동산밸브,76702,2022,0
23950,주식회사서해엔지니어링,76703,2020,0
23951,상명에코개발(주),76705,2019,0
23952,주식회사중원,76706,2017,0
23953,(주)진우텍,76708,2019,0
23954,(주)펜탑,76709,2022,0
23955,(주)극동목재산업,76710,2018,0
23956,주식회사와이즈플래닝,76717,2022,0
23957,대우선재주식회사,76720,2022,0
23958,주식회사국민알루스,76721,2018,0
23959,(주)태가피앤씨,76722,2022,0
23960,(주)상지,76724,2022,0
23961,주식회사케이씨엠,76726,2022,0
23962,주식회사세우이엔지,76727,2022,0
23963,주식회사넥스코닉스,76731,2019,0
23964,헤브론주식회사,76732,2019,0
23965,주식회사세창산업,76735,2022,0
23966,티디이엔텍(주),76736,2022,0
23967,성진기업(주),76738,2017,0
23968,(주)이엠시티,76740,2018,0
23969,(주)한성테크,76754,2019,0
23970,(주)에프앤디넷,76755,2022,0
23971,주식회사금산디앤아이,76756,2019,0
23972,테크노에스(주),76760,2020,0
23973,(주)투아이소프트,76761,2022,0
23974,주식회사금당건설,76762,2018,0
23975,주식회사시티플러스,76763,2018,0
23976,(주)모립스,76764,2019,0
23977,(주)엠엘에스,76766,2022,0
23978,(주)타스지혁,76769,2022,0
23979,(주)대진이앤티,76770,2018,0
23980,주식회사삼창홀딩스,76772,2017,0
23981,글로벌윌,76773,2022,0
23982,하정에프에스주식회사,76774,2022,0
23983,주식회사은행나무,76775,2022,0
23984,한국씨앤오테크(주),76779,2022,0
23985,(주)에이치비패밀리홀딩스,76780,2019,0
23986,(주)정민실업,76782,2019,0
23987,주식회사플랜에스앤디,76785,2017,0
23988,주식회사스페이스,76788,2022,0
23989,주식회사경포아쿠아리움,76791,2017,0
23990,(주)올라이트라이프,76793,2022,0
23991,(주)영일교육시스템,76794,2019,0
23992,(주)세림비앤지,76795,2020,
23993,주식회사에스디옵틱스,76796,2022,0
23994,(주)대동포리마,76797,2022,0
23995,하이콘주식회사,76807,2022,0
23996,미래공조플랜트(주),76810,2017,0
23997,주식회사삼택,76811,2019,0
23998,(주)원천기업,76812,2019,0
23999,(주)보보코퍼레이션,76813,2022,0
24000,이안옵틱주식회사,76815,2018,0
24001,주식회사정석,76816,2022,0
24002,피그넷엔에스(주),76817,2022,0
24003,(주)머뭄건설,76818,2022,0
24004,(주)유진시스템,76820,2022,0
24005,(주)영원코포레이션,76824,2021,0
24006,주)피엔씨트레이딩,76830,2021,0
24007,(주)나무다움,76831,2022,0
24008,(주)삼주기업,76833,2022,
24009,월드유니텍주식회사,76841,2022,0
24010,(주)두리코씨앤티,76846,2022,0
24011,(주)에이치앤케이,76847,2020,0
24012,주식회사글로벌엠이엠,76857,2022,0
24013,(주)바이오썬텍,76858,2019,0
24014,(주)위너스,76865,2022,0
24015,(주)이엘엔터프라이즈,76866,2019,0
24016,주식회사삼광건설,76867,2018,0
24017,주식회사모헤닉게라지스,76873,2018,0
24018,지표건설주식회사,76878,2022,0
24019,(주)태원하이텍,76879,2022,0
24020,(주)지경,76886,2020,0
24021,삼포화학공업(주),76891,2019,
24022,(주)성일특수강,76893,2022,0
24023,주식회사협진기계,76897,2020,0
24024,주식회사림스타워,76900,2017,0
24025,에이원스틸(주),76905,2022,0
24026,주식회사으뜸엘엔에스,76906,2021,0
24027,우송종합건설주식회사,76908,2022,0
24028,화성고속주식회사,76910,2020,0
24029,주식회사에스디에스산업,76915,2020,0
24030,그린월드(주),76918,2022,0
24031,(주)한미마이크로닉스,76919,2022,0
24032,주식회사나래산업,76928,2022,0
24033,(주)나산팀버,76930,2022,0
24034,(주)더블유닷,76933,2019,0
24035,주식회사차백신연구소,76935,2020,0
24036,주식회사티티티(TTT),76936,2022,0
24037,정화산업주식회사,76937,2022,0
24038,두리전자주식회사,76939,2022,0
24039,(주)미르헨지,76941,2018,0
24040,명인투자개발(주),76942,2017,0
24041,(주)디와이솔루텍,76943,2022,0
24042,농업회사법인(주)안성버섯랜드,76944,2017,0
24043,(주)민정앤컴퍼니,76946,2022,0
24044,주식회사엔딕,76947,2022,0
24045,(주)유창테크,76948,2019,0
24046,(주)중앙교육,76950,2019,0
24047,주식회사구비테크,76953,2022,0
24048,(주)영진주택,76954,2017,0
24049,주식회사부맥개발,76955,2017,0
24050,영암이에스에스(주),76957,2018,0
24051,거창풍력발전(주),76958,2022,0
24052,동이피엠씨주식회사,76959,2022,0
24053,주식회사한영티엔에스,76963,2022,0
24054,주식회사승지,76965,2022,0
24055,(주)한국정보기술단,76970,2022,0
24056,(주)삼미기계,76971,2022,0
24057,(주)디원,76975,2022,0
24058,(주)조원에프앤아이,76976,2022,0
24059,디에스산업,76980,2018,0
24060,(주)대우스틸,76982,2018,0
24061,주식회사지코코리아,76985,2019,0
24062,교정기술원(주),76987,2022,0
24063,(주)엠비에스코퍼레이션,76988,2022,0
24064,주식회사엠와이개발,76990,2018,0
24065,순수유통(주),76991,2022,0
24066,주식회사석산기업,76994,2019,0
24067,제이원인베스트먼트(주),77002,2017,0
24068,주식회사더릿지354,77003,2019,0
24069,시흥에코피아주식회사,77005,2022,0
24070,한영산업주식회사,77008,2022,0
24071,정명산업주식회사,77010,2022,0
24072,주식회사시티갤럭시,77011,2017,0
24073,신진로기계공업(주),77012,2022,0
24074,주식회사동명,77013,2021,0
24075,(주)코스모진텍,77014,2022,0
24076,우진중공업주식회사,77015,2017,0
24077,주식회사이루다,77019,2019,0
24078,주식회사마스컴,77020,2017,0
24079,(주)지엘피코리아,77021,2022,0
24080,주식회사하트만,77022,2022,0
24081,(주)피코스텍,77025,2022,0
24082,에치에스켐(주),77026,2022,0
24083,삼정레미콘(주),77027,2022,0
24084,(주)성원냉동식품,77028,2022,0
24085,우리레미콘(주),77029,2019,0
24086,(주)소울기어,77031,2017,0
24087,주식회사몽돌,77034,2022,0
24088,주식회사그린에프피,77035,2022,0
24089,(주)하나,77036,2019,0
24090,빛고을신재생주식회사,77037,2019,0
24091,우양정공(주),77038,2022,0
24092,(주)케미닉스,77042,2016,
24093,(주)우주판넬데크,77045,2017,0
24094,(주)대한중전기,77047,2022,0
24095,주식회사알피에스,77048,2022,0
24096,(주)태우이엔지,77053,2022,0
24097,주식회사성지케이알,77054,2019,0
24098,(주)동아특수금속,77055,2022,0
24099,주식회사미도리코리아,77061,2017,0
24100,반도엠피에스(주),77062,2022,0
24101,(주)광진상사,77063,2022,0
24102,(주)세일레이저,77064,2022,0
24103,주식회사한국에이요,77066,2022,0
24104,극동정밀주식회사,77070,2018,0
24105,에이텍시스템,77078,2022,0
24106,(주)신아시스템,77083,2022,0
24107,(주)제이아이디,77086,2017,0
24108,(주)에이치비월드,77087,2022,0
24109,주식회사동호디에이치,77089,2019,0
24110,신아스틸주식회사,77090,2019,0
24111,주식회사태민,77092,2019,0
24112,클라리언트코리아(주),77100,2022,0
24113,(주)영화키스톤건축사사무소,77101,2022,0
24114,한국레드스팟(주),77102,2019,0
24115,(주)케이티이,77103,2022,0
24116,주식회사한송,77108,2019,0
24117,주식회사더블유아이씨(WIC),77109,2019,0
24118,주식회사광명인베스트먼트,77110,2019,0
24119,주식회사호영,77111,2017,0
24120,항도레미콘주식회사,77115,2022,0
24121,(주)영일,77119,2022,0
24122,주식회사신성산업개발,77122,2022,0
24123,거양산업개발(주),77126,2019,0
24124,(주)우영실업,77127,2019,0
24125,지스코리아주식회사,77129,2019,0
24126,기해종합건설주식회사,77131,2022,0
24127,인셀주식회사,77133,2022,0
24128,(주)스카이디앤시,77134,2018,0
24129,아이엔테코(주),77135,2022,0
24130,(주)씨제이스틸,77138,2022,0
24131,주식회사덕원산업,77139,2019,0
24132,(주)한국화공,77143,2019,0
24133,농업회사법인(주)고산들,77145,2019,0
24134,(주)퓨처젠,77149,2022,0
24135,(주)경인이피에스,77153,2022,
24136,흥국산업주식회사,77154,2022,0
24137,주식회사진광화학,77155,2022,0
24138,네오산업개발주식회사,77160,2018,0
24139,다다무역(주),77161,2017,0
24140,주식회사대진정공,77162,2022,0
24141,주식회사피플랜드,77169,2017,0
24142,주식회사네오플러스,77170,2017,0
24143,(주)동인,77171,2022,0
24144,이지건설(주),77172,2017,0
24145,주식회사메이트플러스,77175,2022,0
24146,주식회사하이앤,77180,2017,0
24147,주식회사청진,77182,2022,0
24148,(주)신흥밸브,77183,2022,0
24149,디엠테크(주),77185,2022,0
24150,(주)정원장례식장,77187,2019,0
24151,주식회사푸름,77188,2019,0
24152,삼우이피주식회사,77191,2022,0
24153,주식회사케이엔유,77193,2022,0
24154,(주)제이엘텍코퍼레이션,77195,2022,0
24155,엘에스화장품,77196,2022,0
24156,농업회사법인주식회사부여육종,77197,2022,0
24157,주식회사비욘드뮤직,77201,2022,0
24158,포레스트카운티에이3개발주식회사,77202,2017,0
24159,(주)유성,77204,2022,0
24160,(주)제이엠지텍,77208,2022,0
24161,보국전자주식회사,77209,2022,
24162,(주)아이퀘스트,77210,2019,0
24163,성곤무역(주),77211,2022,0
24164,(주)위드네트웍스,77212,2022,0
24165,(주)로뎀디엔씨,77214,2022,0
24166,(주)지스콥,77215,2022,0
24167,(주)호안,77219,2022,0
24168,대경케미칼주식회사,77223,2022,0
24169,두제산업개발(주),77225,2022,0
24170,알리다그룹주식회사,77226,2022,0
24171,주식회사미사,77227,2019,0
24172,주식회사남문,77233,2022,0
24173,(주)엘컴,77234,2017,0
24174,광흥건설주식회사,77235,2018,0
24175,(주)로빈스앤컴퍼니,77237,2018,0
24176,주식회사지엔히어링코리아,77241,2022,0
24177,우리건설주식회사,77243,2017,0
24178,(주)유원,77247,2022,0
24179,주식회사다선,77248,2018,0
24180,주식회사우리델리카,77249,2022,0
24181,금오ADS(주),77256,2022,0
24182,주식회사동진산업개발,77257,2018,0
24183,주식회사동천개발,77259,2022,0
24184,(주)에스지헬스케어,77261,2022,0
24185,가교산업주식회사,77262,2022,0
24186,(주)광동,77267,2022,
24187,주식회사다스,77268,2022,0
24188,(주)봄코리아,77273,2019,0
24189,(주)서도건설,77275,2022,0
24190,뉴월드인텍(주),77277,2019,0
24191,주식회사비블루아이앤,77279,2022,0
24192,아리산업개발(주),77280,2019,0
24193,주식회사지앤엘푸드,77283,2022,0
24194,(주)에스엘푸드,77287,2022,0
24195,(주)더블제이디앤씨,77294,2019,0
24196,주식회사태양알루미늄,77295,2022,0
24197,주식회사해태산업,77296,2022,0
24198,영풍운수(주),77300,2022,0
24199,주식회사에이티에스,77302,2022,0
24200,주식회사케이티엘,77305,2022,0
24201,(주)세진,77307,2022,0
24202,(주)투에이취켐,77308,2022,0
24203,주식회사대원엔비폴,77313,2022,0
24204,주식회사씨엔비코퍼레이션,77317,2017,0
24205,(주)해윤이노베이션,77320,2020,0
24206,대룡공업주식회사,77322,2022,0
24207,주식회사리뉴테크,77323,2022,0
24208,주식회사대암,77324,2022,0
24209,에이티솔루션(주),77326,2022,0
24210,(주)태영윈,77328,2022,0
24211,(주)드림홀딩스,77329,2017,0
24212,아이브스(주),77330,2022,0
24213,(주)스튜디오미르,77331,2021,0
24214,(주)엠씨에스로직,77332,2022,0
24215,주식회사반도유니콘,77336,2022,0
24216,(주)에이치제이홀딩스,77338,2021,0
24217,주식회사에스엠씨지,77340,2022,0
24218,선우산업개발주식회사,77341,2017,0
24219,주식회사성보,77344,2022,0
24220,(주)티앤지세정,77345,2022,0
24221,주식회사휴먼공간개발,77346,2020,0
24222,태화주식회사,77348,2022,0
24223,주식회사칸정공,77349,2018,0
24224,유성물산주식회사,77350,2017,0
24225,(주)사천온천랜드앤관광호텔,77351,2022,0
24226,농업회사법인대흥농산동부주식회사,77353,2018,0
24227,농업회사법인대흥농산북부주식회사,77354,2018,0
24228,농업회사법인닥터애그주식회사,77355,2022,0
24229,주식회사와이케이동그라미,77357,2019,0
24230,길산에스티(주),77360,2022,0
24231,(주)한산에이엠에스텍크,77364,2018,0
24232,(주)천보정밀,77365,2022,0
24233,세명건설주식회사,77366,2020,0
24234,주식회사톨리코리아,77368,2022,0
24235,주식회사주앤진,77370,2022,0
24236,대광화공주식회사,77372,2019,0
24237,콩코드인터내셔날(주),77374,2022,0
24238,(주)아지텍,77375,2022,0
24239,(주)제너럴켐,77376,2021,0
24240,주식회사디지웍스,77378,2018,0
24241,세광인터내셔날네트워크(주),77381,2022,0
24242,주식회사영구크린,77383,2022,0
24243,농업회사법인두리주식회사,77384,2019,0
24244,주식회사자성,77387,2018,0
24245,산이건설주식회사,77388,2022,0
24246,주식회사우담,77389,2019,0
24247,주식회사해나루산업개발,77391,2020,0
24248,삼희산업투자주식회사,77399,2022,0
24249,주식회사해성주택건설,77400,2019,0
24250,삼창주철공업(주),77401,2022,0
24251,에비앙주택건설(주),77405,2017,0
24252,신일아이에스주식회사,77406,2022,0
24253,주식회사부지런한사람들행암점,77411,2022,0
24254,(주)화인특장,77412,2022,0
24255,(주)유로베이크,77413,2022,0
24256,(주)부경,77415,2017,0
24257,(주)씨티아이,77416,2016,
24258,(주)비엘레더뱅크,77417,2022,0
24259,주식회사동인산업,77418,2022,0
24260,(주)동일수지,77419,2022,
24261,(주)삼흥건설,77420,2022,0
24262,오션인더블유주식회사,77421,2022,0
24263,텝스,77423,2016,
24264,주식회사행복한도시,77427,2022,0
24265,(주)형제옵틱스,77428,2022,0
24266,(주)새한수지,77429,2021,
24267,(주)영창로보테크,77430,2022,0
24268,해성에코텍(주),77433,2022,0
24269,(주)대흥푸드,77434,2022,0
24270,학천기업(주),77435,2022,0
24271,씨엘케이(주),77436,2022,0
24272,(주)삼호나노텍,77442,2022,0
24273,(주)페이펄유통,77444,2022,0
24274,주식회사라지,77445,2022,0
24275,주식회사다지트,77446,2022,0
24276,(주)서안,77448,2018,0
24277,주식회사케이포코리아,77449,2019,0
24278,주식회사태영금속,77450,2022,0
24279,디에스워터젯,77451,2022,0
24280,(주)덕산,77452,2022,0
24281,플로우테크(주),77454,2018,0
24282,주식회사세계주류,77455,2022,0
24283,주식회사테크노시티,77456,2019,0
24284,(주)E-유로,77458,2022,0
24285,고은씨엠주식회사,77460,2022,0
24286,(주)휠링컴,77461,2022,0
24287,(주)에스아이씨,77462,2022,0
24288,(주)래전드산업,77463,2022,0
24289,주식회사케이엔스카이뷰홀딩스,77464,2022,0
24290,(주)진영씨앤디,77467,2017,0
24291,남대문관리(주),77468,2019,0
24292,(주)올레건설,77470,2022,0
24293,(주)협신개발,77474,2018,0
24294,주식회사예스산업개발,77476,2018,0
24295,건웅(주),77478,2019,0
24296,(주)자이언엔텍,77483,2022,0
24297,(주)제이케이텍,77485,2022,0
24298,웅진산업주식회사,77490,2019,0
24299,주식회사구웅산업,77491,2019,0
24300,스코아주식회사,77492,2021,0
24301,솜리이앤씨(주),77493,2019,0
24302,(주)대일산업,77494,2022,0
24303,(주)탑텍,77496,2022,0
24304,(주)인산씨앤씨,77497,2022,0
24305,(주)경동냉열산업,77498,2022,0
24306,(주)군월드디벨로먼트,77499,2021,0
24307,(주)호성산업개발,77502,2018,0
24308,주식회사노르딕아이스,77503,2022,0
24309,주식회사코스,77504,2022,0
